title,speaker,calling,year,season,url,paragraph_number,text
Opening Message,By President Russell M. Nelson,President of The Church of Jesus Christ of Latter-day Saints,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/11nelson?lang=eng,1,"My beloved brothers and sisters, as we welcome you to this historic April 2020 general conference of The Church of Jesus Christ of Latter-day Saints, for reasons you know, I stand before you in an empty auditorium!"
Opening Message,By President Russell M. Nelson,President of The Church of Jesus Christ of Latter-day Saints,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/11nelson?lang=eng,2,"Little did I know, when I promised you at the October 2019 general conference that this April conference would be memorable and unforgettable, that speaking to a visible congregation of fewer than 10 people would make this conference so memorable and unforgettable for me! Yet the knowledge that you are participating by electronic transmission, and the choirs beautiful rendition of It Is Well with My Soul, bring great comfort to my soul."
Opening Message,By President Russell M. Nelson,President of The Church of Jesus Christ of Latter-day Saints,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/11nelson?lang=eng,3,"As you know, attendance at this general conference has been strictly limited as part of our efforts to be good global citizens and do all we can to limit the spread of COVID-19. This virus has had a major impact throughout the world. It has also altered our Church meetings, missionary service, and temple work for a while."
Opening Message,By President Russell M. Nelson,President of The Church of Jesus Christ of Latter-day Saints,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/11nelson?lang=eng,4,"Though todays restrictions relate to a virulent virus, lifes personal trials stretch far beyond this pandemic. Future trials could result from an accident, a natural disaster, or an unexpected personal heartache."
Opening Message,By President Russell M. Nelson,President of The Church of Jesus Christ of Latter-day Saints,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/11nelson?lang=eng,5,"How can we endure such trials? The Lord has told us that if ye are prepared ye shall not fear. Of course, we can store our own reserves of food, water, and savings. But equally crucial is our need to fill our personal spiritual storehouses with faith, truth, and testimony."
Opening Message,By President Russell M. Nelson,President of The Church of Jesus Christ of Latter-day Saints,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/11nelson?lang=eng,6,"Our ultimate quest in life is to prepare to meet our Maker. We do this by striving daily to become more like our Savior, Jesus Christ. And we do that as we repent daily and receive His cleansing, healing, and strengthening power. Then we can feel enduring peace and joy, even during turbulent times. This is exactly why the Lord has implored us to stand in holy places and be not moved."
Opening Message,By President Russell M. Nelson,President of The Church of Jesus Christ of Latter-day Saints,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/11nelson?lang=eng,7,"This year, we commemorate the 200th anniversary of one of the most significant events in the history of the worldnamely, the appearance of God the Father and His Beloved Son, Jesus Christ, to Joseph Smith. During that singular vision, God the Father pointed to Jesus Christ and said: This is My Beloved Son. Hear Him!"
Opening Message,By President Russell M. Nelson,President of The Church of Jesus Christ of Latter-day Saints,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/11nelson?lang=eng,8,"That admonition given to Joseph is for each of us. We are to seek, in every way we can, to hear Jesus Christ, who speaks to us through the power and ministering of the Holy Ghost."
Opening Message,By President Russell M. Nelson,President of The Church of Jesus Christ of Latter-day Saints,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/11nelson?lang=eng,9,"The purpose of this and every general conference is to help us to hear Him. We have prayed, and invite you to pray, that the Spirit of the Lord will be with us in such rich abundance that you can hear the messages that the Savior has especially for youmessages that will bring peace to your soul. Messages that will heal your broken heart. Messages that will illuminate your mind. Messages that will help you know what to do as you move ahead through times of turmoil and trial."
Opening Message,By President Russell M. Nelson,President of The Church of Jesus Christ of Latter-day Saints,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/11nelson?lang=eng,10,"We pray that this conference will be memorable and unforgettable because of the messages you will hear, the unique announcements which will be made, and the experiences in which you will be invited to participate."
Opening Message,By President Russell M. Nelson,President of The Church of Jesus Christ of Latter-day Saints,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/11nelson?lang=eng,11,"For example, at the conclusion of the Sunday morning session, we will convene a worldwide solemn assembly when I will lead you in the sacred Hosanna Shout. We pray that this will be a spiritual highlight for you as we express in global unison our profound gratitude to God the Father and His Beloved Son by praising Them in this unique way."
Opening Message,By President Russell M. Nelson,President of The Church of Jesus Christ of Latter-day Saints,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/11nelson?lang=eng,12,"For this sacred experience, we use clean white handkerchiefs. But if you do not have one, you may simply wave your hand. At the conclusion of the Hosanna Shout, the congregation will join with the choir in singing The Spirit of God."
Opening Message,By President Russell M. Nelson,President of The Church of Jesus Christ of Latter-day Saints,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/11nelson?lang=eng,13,"My dear brothers and sisters, this conference will be magnificent. This year will be extraordinary as we focus intently on the Savior and His restored gospel. The most important lasting effects of this historic conference will be as our hearts change and we commence a lifelong quest to hear Him."
Opening Message,By President Russell M. Nelson,President of The Church of Jesus Christ of Latter-day Saints,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/11nelson?lang=eng,14,"Welcome to April 2020 general conference! I know that God, our Heavenly Father, and His Son, Jesus Christ, are mindful of us. They will be with us throughout the proceedings of these two glorious days as we seek to draw closer to Them and honor Them. In the sacred name of Jesus Christ, amen."
Come unto ChristLiving as Latter-day Saints,By Elder John A. McCune,Of the Seventy,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/24mccune?lang=eng,1,"Thank you, Elder Soares, for your powerful and prophetic testimony of the Book of Mormon. Recently, I had the unique opportunity to hold a page of the original manuscript of the Book of Mormon. On this particular page, for the first time in this dispensation, these bold words of Nephi were recorded: I will go and do the things which the Lord hath commanded, for I know that the Lord giveth no commandments unto the children of men, save he shall prepare a way for them that they may accomplish the thing which he commandeth them."
Come unto ChristLiving as Latter-day Saints,By Elder John A. McCune,Of the Seventy,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/24mccune?lang=eng,2,"As I held this page, I was filled with a profound appreciation for the efforts of the 23-year-old Joseph Smith, who translated the Book of Mormon by the gift and power of God. I also felt appreciation for the words of a young Nephi, who had been asked to perform a very difficult task in obtaining the plates of brass from Laban."
Come unto ChristLiving as Latter-day Saints,By Elder John A. McCune,Of the Seventy,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/24mccune?lang=eng,3,"Nephi knew that if he continued to stay focused on the Lord, he would be successful in fulfilling what the Lord commanded him. He remained focused on the Savior throughout his life even though he suffered temptations, physical trials, and even the betrayal of some in his immediate family."
Come unto ChristLiving as Latter-day Saints,By Elder John A. McCune,Of the Seventy,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/24mccune?lang=eng,4,"Nephi knew in whom He could trust. Shortly after exclaiming, O wretched man that I am! Yea, my heart sorroweth because of my flesh, Nephi stated, My God hath been my support; he hath led me through mine afflictions in the wilderness; and he hath preserved me upon the waters of the great deep."
Come unto ChristLiving as Latter-day Saints,By Elder John A. McCune,Of the Seventy,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/24mccune?lang=eng,5,"As followers of Christ, we are not spared challenges and trials in our lives. We are often required to do difficult things that, if attempted alone, would be overwhelming and maybe impossible. As we accept the Saviors invitation to come unto me, He will provide the support, comfort, and peace that are necessary, just as He did for Nephi and Joseph. Even in our deepest trials, we can feel the warm embrace of His love as we trust Him and accept His will. We can experience the joy reserved for His faithful disciples, for Christ is joy."
Come unto ChristLiving as Latter-day Saints,By Elder John A. McCune,Of the Seventy,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/24mccune?lang=eng,6,"In 2014, while serving a full-time mission, our family experienced an unexpected turn of events. When riding down a steep hill on a longboard, our youngest son fell and sustained a life-threatening injury to his brain. As his situation deteriorated, medical personnel rushed him into emergency surgery."
Come unto ChristLiving as Latter-day Saints,By Elder John A. McCune,Of the Seventy,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/24mccune?lang=eng,7,"Our family knelt on the floor of an otherwise empty hospital room, and we poured our hearts out to God. In the midst of this confusing and painful moment, we were filled with our Heavenly Fathers love and peace."
Come unto ChristLiving as Latter-day Saints,By Elder John A. McCune,Of the Seventy,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/24mccune?lang=eng,8,"We did not know what the future held or if we would see our son alive again. We did know very clearly that his life was in Gods hands and the results, from an eternal perspective, would work out for his and our good. Through the gift of the Spirit, we were fully prepared to accept any outcome."
Come unto ChristLiving as Latter-day Saints,By Elder John A. McCune,Of the Seventy,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/24mccune?lang=eng,9,"It was not easy! The accident resulted in a two-month hospital stay while we were presiding over 400 full-time missionaries. Our son experienced a significant loss of memory. His recovery included long and difficult physical, speech, and occupational therapy sessions. Challenges remain, but over time we have witnessed a miracle."
Come unto ChristLiving as Latter-day Saints,By Elder John A. McCune,Of the Seventy,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/24mccune?lang=eng,10,"We understand clearly that not every trial we face will have a result we wish for. However, as we remain focused on Christ, we will feel peace and see Gods miracles, whatever they may be, in His time and in His way."
Come unto ChristLiving as Latter-day Saints,By Elder John A. McCune,Of the Seventy,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/24mccune?lang=eng,11,"There will be times when we will not be able to see any way that a current situation will end well and might even express, as Nephi, My heart sorroweth because of my flesh. There may be times that the only hope we have is in Jesus Christ. What a blessing to have that hope and trust in Him. Christ is the one who will always keep His promises. His rest is assured for all who come unto Him."
Come unto ChristLiving as Latter-day Saints,By Elder John A. McCune,Of the Seventy,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/24mccune?lang=eng,12,Our leaders deeply desire all to feel the peace and comfort that come through trusting in and focusing on the Savior Jesus Christ.
Come unto ChristLiving as Latter-day Saints,By Elder John A. McCune,Of the Seventy,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/24mccune?lang=eng,13,"Our living prophet, President RussellM. Nelson, has been communicating the Lords vision for the world and for members of Christs Church: Our message to the world is simple and sincere: we invite all of Gods children on both sides of the veil to come unto their Savior, receive the blessings of the holy temple, have enduring joy, and qualify for eternal life."
Come unto ChristLiving as Latter-day Saints,By Elder John A. McCune,Of the Seventy,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/24mccune?lang=eng,14,"This invitation to come unto Christ has specific implications for Latter-day Saints. As members of the Saviors Church, we have made covenants with Him and have become His spiritually begotten sons and daughters. We have also been given the opportunity to labor with the Lord in inviting others to come unto Him."
Come unto ChristLiving as Latter-day Saints,By Elder John A. McCune,Of the Seventy,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/24mccune?lang=eng,15,"As we labor with Christ, our most deeply focused efforts should be within our own homes. There will be times when family members and close friends will face challenges. The voices of the world, and maybe their own desires, might cause them to question truth. We should do everything we can to help them feel both the Saviors love and our love. I am reminded of the scripture verse that has become our beloved hymn Love One Another, which teaches us, By this shall  men know  ye are my disciples, if ye have love one to another."
Come unto ChristLiving as Latter-day Saints,By Elder John A. McCune,Of the Seventy,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/24mccune?lang=eng,16,"In our love for those who are questioning truth, the enemy of all joy might try to make us feel that we betray those we love if we ourselves continue to live the fulness of the gospel and teach its truths."
Come unto ChristLiving as Latter-day Saints,By Elder John A. McCune,Of the Seventy,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/24mccune?lang=eng,17,Our ability to help others come unto Christ or return to Christ will largely be determined by the example we set through our own personal commitment to stay on the covenant path.
Come unto ChristLiving as Latter-day Saints,By Elder John A. McCune,Of the Seventy,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/24mccune?lang=eng,18,"If our true desire is to rescue those we love, we ourselves must stay firmly with Christ by embracing His Church and the fulness of His gospel."
Come unto ChristLiving as Latter-day Saints,By Elder John A. McCune,Of the Seventy,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/24mccune?lang=eng,19,"In returning to Nephis story, we know that Nephis inclination to trust in the Lord was influenced by his parents propensity to trust in the Lord and by their covenant-keeping example. This is beautifully exemplified in Lehis vision of the tree of life. After partaking of the sweet and joyful fruit of the tree, Lehi cast [his] eyes round about, that perhaps [he] might discover [his] family. He saw Sariah, Sam, and Nephi standing as if they knew not whither they should go. Lehi then stated, I beckoned unto them; and I also did say unto them with a loud voice that they should come unto me, and partake of the fruit. Please note that Lehi did not leave the tree of life. He stayed spiritually with the Lord and invited his family to come where he was to partake of the fruit."
Come unto ChristLiving as Latter-day Saints,By Elder John A. McCune,Of the Seventy,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/24mccune?lang=eng,20,"The adversary would entice some to leave the joy of the gospel by separating Christs teachings from His Church. He would have us believe that we can stay firmly on the covenant path on our own, through our own spirituality, independent of His Church."
Come unto ChristLiving as Latter-day Saints,By Elder John A. McCune,Of the Seventy,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/24mccune?lang=eng,21,"In these latter days, Christs Church was restored in order to help Christs covenant children stay on His covenant path."
Come unto ChristLiving as Latter-day Saints,By Elder John A. McCune,Of the Seventy,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/24mccune?lang=eng,22,"In the Doctrine and Covenants we read, Behold, this is my doctrinewhosoever repenteth and cometh unto me, the same is my church."
Come unto ChristLiving as Latter-day Saints,By Elder John A. McCune,Of the Seventy,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/24mccune?lang=eng,23,"Through Christs Church, we are strengthened through our experiences as a community of Saints. We hear His voice through His prophets, seers, and revelators. Most importantly, through His Church we are provided with all the essential blessings of Christs Atonement that can be realized only through participation in sacred ordinances."
Come unto ChristLiving as Latter-day Saints,By Elder John A. McCune,Of the Seventy,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/24mccune?lang=eng,24,"The Church of Jesus Christ of Latter-day Saints is Christs Church on the earth, restored in these latter days for the benefit of all of Gods children."
Come unto ChristLiving as Latter-day Saints,By Elder John A. McCune,Of the Seventy,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/24mccune?lang=eng,25,"I bear witness that as we come unto Christ and live as Latter-day Saints, we will be blessed with an added measure of His love, His joy, and His peace. Like Nephi, we can do difficult things and help others do the same, because we know in whom we can trust. Christ is our light, our life, and our salvation. In the name of Jesus Christ, amen."
A Living Witness of the Living Christ,By Bishop Grald Causs,Presiding Bishop,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/25causse?lang=eng,1,"On a sunny spring day in 2017, the open house for the Paris France Temple was well underway when one of the tour guides was approached by a man with a sorrowful expression on his face. He said he lived next to the temple and admitted he had been an active opponent of its construction. He related that one day as he was gazing out of his apartment window, he watched a large crane lower a statue of Jesus from the heavens and softly place it on the temple grounds. The man declared that this experience completely changed his feelings toward our Church. He realized we were followers of Jesus Christ and begged our forgiveness for the previous harm he might have caused."
A Living Witness of the Living Christ,By Bishop Grald Causs,Presiding Bishop,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/25causse?lang=eng,2,"The statue of the Christus, which adorns the grounds of the Paris Temple and other Church properties, testifies of our love for the Savior. The original marble statue is the work of the Danish artist Bertel Thorvaldsen, who sculpted it in 1820the same year as the First Vision. The statue stands in stark contrast to most of the artistic renderings of that period, which largely portray the suffering Christ on the cross. Thorvaldsens work presents the living Christ, who gained victory over death and, with open arms, invites all to come unto Him. Only the prints of the nails in His hands and feet and the wound in His side testify of the indescribable agony He endured to save all mankind."
A Living Witness of the Living Christ,By Bishop Grald Causs,Presiding Bishop,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/25causse?lang=eng,3,Perhaps one reason we as members of The Church of Jesus Christ of Latter-day Saints love this statue is that it reminds us of the description given in the Book of Mormon of the Saviors appearance on the American continent:
A Living Witness of the Living Christ,By Bishop Grald Causs,Presiding Bishop,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/25causse?lang=eng,4,"And behold, they saw a Man descending out of heaven; and he was clothed in a white robe; and he came down and stood in the midst of them."
A Living Witness of the Living Christ,By Bishop Grald Causs,Presiding Bishop,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/25causse?lang=eng,5,"And it came to pass that he stretched forth his hand and spake unto the people, saying:"
A Living Witness of the Living Christ,By Bishop Grald Causs,Presiding Bishop,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/25causse?lang=eng,6,"Behold, I am Jesus Christ,"
A Living Witness of the Living Christ,By Bishop Grald Causs,Presiding Bishop,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/25causse?lang=eng,7,"I have drunk out of that bitter cup which the Father hath given me, and have glorified the Father in taking upon me the sins of the world."
A Living Witness of the Living Christ,By Bishop Grald Causs,Presiding Bishop,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/25causse?lang=eng,8,"Then He invited each man, woman, and child to come forth and thrust their hands into His side and feel the prints of the nails in His hands and feet, thereby receiving a personal witness that He was indeed the long-awaited Messiah."
A Living Witness of the Living Christ,By Bishop Grald Causs,Presiding Bishop,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/25causse?lang=eng,9,This sublime scene is the climax of the Book of Mormon. The entire good news of the gospel is contained in this image of the Savior tenderly extending His arms of mercy to invite each individual to come unto Him and receive the blessings of His Atonement.
A Living Witness of the Living Christ,By Bishop Grald Causs,Presiding Bishop,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/25causse?lang=eng,10,"The central message of the Book of Mormon is to restore the true knowledge of the essential role of Jesus Christ in the salvation and exaltation of mankind. This theme reverberates from the introductory page through the very last words of the last chapter. Through centuries of apostasy and spiritual confusion, the deeper meaning of what Christ did in Gethsemane and on Golgotha became lost or corrupted. How excited Joseph Smith must have felt when, as he was translating 1Nephi, he discovered this marvelous promise: These last records [the Book of Mormon]  shall establish the truth of the first [the Bible]  and shall make known the plain and precious things which have been taken away from them; and shall make known to all kindreds, tongues, and people, that the Lamb of God is the Son of the Eternal Father, and the Savior of the world; and that all men must come unto him, or they cannot be saved."
A Living Witness of the Living Christ,By Bishop Grald Causs,Presiding Bishop,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/25causse?lang=eng,11,"Plain and precious truths about the Saviors Atonement resound throughout the Book of Mormon. As I list several of these truths, I invite you to reflect on how they have changed or could change your life."
A Living Witness of the Living Christ,By Bishop Grald Causs,Presiding Bishop,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/25causse?lang=eng,12,"The Atonement of Jesus Christ is a free gift offered to all who have lived, who currently live, and who will live on the earth."
A Living Witness of the Living Christ,By Bishop Grald Causs,Presiding Bishop,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/25causse?lang=eng,13,"In addition to bearing the burden of our sins, the Christ took upon Himself our sorrows, infirmities, sufferings, and sicknesses and all the afflictions inherent in the mortal condition of man. There is no anguish, no pain or sadness that He did not suffer for us."
A Living Witness of the Living Christ,By Bishop Grald Causs,Presiding Bishop,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/25causse?lang=eng,14,"The atoning sacrifice of the Savior allows us to overcome the negative consequences of Adams Fall, including physical death. Because of Christ, all of Gods children born on this earth, regardless of their righteousness, will experience the reuniting of their spirits and bodies through the power of the Resurrection and return to Him to be judged  according to [their] works."
A Living Witness of the Living Christ,By Bishop Grald Causs,Presiding Bishop,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/25causse?lang=eng,15,"In contrast, receiving the full blessings of the Saviors Atonement is conditioned upon our diligence in living the doctrine of Christ. In his dream, Lehi saw the strait and narrow path that leads to the tree of life. Its fruit, which represents the love of God as expressed through the exquisite blessings of Christs Atonement, is most precious and most desirable  [and] is the greatest of all the gifts of God. In order to access this fruit, we must exercise faith in Jesus Christ, repent, hearken unto the word of God, receive essential ordinances, and keep sacred covenants until the end of our lives."
A Living Witness of the Living Christ,By Bishop Grald Causs,Presiding Bishop,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/25causse?lang=eng,16,"Through His Atonement, Jesus Christ not only washes away our sins, but He also provides enabling power through which His disciples may [put] off the natural man, progress line upon line, and increase in holiness so that one day they might become perfect beings in the image of Christ, qualified to live again with God and inherit all the blessings of the kingdom of heaven."
A Living Witness of the Living Christ,By Bishop Grald Causs,Presiding Bishop,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/25causse?lang=eng,17,"Another comforting truth contained in the Book of Mormon is that, although infinite and universal in its reach, the Lords Atonement is a remarkably personal and intimate gift, suited to each of us individually. Just as Jesus invited each one of the Nephite disciples to feel His wounds, He died for each one of us, personally, as if you or I were the only person on earth. He extends to us a personal invitation to come unto Him and draw upon the marvelous blessings of His Atonement."
A Living Witness of the Living Christ,By Bishop Grald Causs,Presiding Bishop,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/25causse?lang=eng,18,"The personal nature of Christs Atonement becomes even more real as we consider the examples of remarkable men and women in the Book of Mormon. Among them are Enos, Alma, Zeezrom, King Lamoni and his wife, and the people of King Benjamin. Their conversion stories and vibrant testimonies provide a living witness of how our hearts can be changed and our lives transformed through the Lords infinite goodness and mercy."
A Living Witness of the Living Christ,By Bishop Grald Causs,Presiding Bishop,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/25causse?lang=eng,19,"The prophet Alma asked his people this burning question. He said, If ye have experienced a change of heart, and if ye have felt to sing the song of redeeming love, I would ask, can ye feel so now? This question is vital today, because as disciples of the Lord, we need His redeeming power to accompany us, motivate us, and change us each and every day."
A Living Witness of the Living Christ,By Bishop Grald Causs,Presiding Bishop,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/25causse?lang=eng,20,"Almas question could also be rephrased to ask, when was the last time you felt the sweet influence of the Saviors Atonement in your life? This happens when you feel an exquisite and sweet joy come over you that bears witness to your soul that your sins are forgiven; or when painful trials suddenly become lighter to bear; or when your heart is softened and you are able to express forgiveness to someone who has hurt you. Or it may be each time you notice your capacity to love and serve others has increased or that the process of sanctification is making you a different person, patterned after the Saviors example."
A Living Witness of the Living Christ,By Bishop Grald Causs,Presiding Bishop,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/25causse?lang=eng,21,"I bear witness that all these experiences are real and are evidence that lives can be changed through faith in Jesus Christ and His Atonement. The Book of Mormon clarifies and expands our knowledge of this supernal gift. As you study this book, you will hear the voice of the living Christ inviting you to come unto Him. I promise that if you accept this invitation and pattern your life after His example, His redemptive influence will come into your life. Through the power of the Holy Ghost, the Savior will transform you day after day until the perfect day when you will, as He declared, see my face and know that I am. In the name of Jesus Christ, amen."
Consider the Goodness and Greatness of God,By Elder Dale G. Renlund,Of the Quorum of the Twelve Apostles,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/26renlund?lang=eng,1,"Throughout time, even and especially during difficult times, prophets have encouraged us to remember the greatness of God and to consider what He has done for us as individuals, as families, and as a people. This direction is found throughout the scriptures but is notably prominent in the Book of Mormon. The title page explains that one of the Book of Mormons purposes is to show unto the remnant of the house of Israel what great things the Lord hath done for their fathers. The Book of Mormons conclusion includes Moronis appeal: Behold, I would exhort you that when ye shall read these things  that ye would remember how merciful the Lord hath been unto the children of men  and ponder it in your hearts."
Consider the Goodness and Greatness of God,By Elder Dale G. Renlund,Of the Quorum of the Twelve Apostles,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/26renlund?lang=eng,2,"The consistency of pleas from prophets to reflect on the goodness of God is striking. Our Heavenly Father wants us to recall His and His Beloved Sons goodness, not for Their own gratification but for the influence such remembrance has on us. By considering Their kindness, our perspective and understanding are enlarged. By reflecting on Their compassion, we become more humble, prayerful, and steadfast."
Consider the Goodness and Greatness of God,By Elder Dale G. Renlund,Of the Quorum of the Twelve Apostles,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/26renlund?lang=eng,3,"A poignant experience with a former patient shows how gratitude for generosity and compassion can transform us. In 1987, I became acquainted with Thomas Nielson, a remarkable man who needed a heart transplant. He was 63 years old and lived in Logan, Utah, in the United States. Following military service during World War II, he married Donna Wilkes in the Logan Utah Temple. He became an energetic and successful brick mason. In later years he especially enjoyed working with his oldest grandchild, Jonathan, during school vacations. The two developed a special bond, in part because Tom saw much of himself in Jonathan."
Consider the Goodness and Greatness of God,By Elder Dale G. Renlund,Of the Quorum of the Twelve Apostles,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/26renlund?lang=eng,4,"Tom found waiting for a donor heart frustrating. He was not a particularly patient man. He had always been able to set and achieve goals through hard work and sheer determination. Struggling with heart failure, with his life on hold, Tom sometimes asked me what I was doing to speed up the process. Jokingly, he suggested avenues I could pursue that would make a donor heart available to him sooner."
Consider the Goodness and Greatness of God,By Elder Dale G. Renlund,Of the Quorum of the Twelve Apostles,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/26renlund?lang=eng,5,"One joyous yet dreadful day, an ideal donor heart became available for Tom. The size and blood type were a match, and the donor was young, just 16 years old. The donor heart belonged to Jonathan, Toms beloved grandson. Earlier that day, Jonathan had been fatally injured when the car in which he was riding was struck by a passing train."
Consider the Goodness and Greatness of God,By Elder Dale G. Renlund,Of the Quorum of the Twelve Apostles,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/26renlund?lang=eng,6,"When I visited Tom and Donna in the hospital, they were distraught. It is hard to imagine what they were going through, knowing that Toms life could be extended by using their grandsons heart. At first, they refused to consider the proffered heart from Jonathans grieving parents, their daughter and son-in-law. Tom and Donna knew, though, that Jonathan was brain dead, and came to understand that their prayers for a donor heart for Tom had not caused Jonathans accident. No, Jonathans heart was a gift that could bless Tom in his time of need. They recognized that something good might come out of this tragedy and decided to proceed."
Consider the Goodness and Greatness of God,By Elder Dale G. Renlund,Of the Quorum of the Twelve Apostles,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/26renlund?lang=eng,7,"The transplant procedures went well. Afterward, Tom was a different man. The change went beyond improved health or even gratitude. He told me that he reflected every morning on Jonathan, on his daughter and son-in-law, on the gift he had received, and on what that gift had entailed. Even though his innate good humor and grit were still readily apparent, I observed that Tom was more solemn, thoughtful, and kindhearted."
Consider the Goodness and Greatness of God,By Elder Dale G. Renlund,Of the Quorum of the Twelve Apostles,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/26renlund?lang=eng,8,"Tom lived an additional 13 years after the transplant, years he otherwise would not have had. His obituary stated that these years allowed him to touch the lives of his family and others with generosity and love. He was a private benefactor and an example of optimism and determination."
Consider the Goodness and Greatness of God,By Elder Dale G. Renlund,Of the Quorum of the Twelve Apostles,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/26renlund?lang=eng,9,"Much like Tom, each of us has received gifts that we could not provide for ourselves, gifts from our Heavenly Father and His Beloved Son, including redemption through the atoning sacrifice of Jesus Christ. We have received life in this world; we will receive physical life in the hereafter, and eternal salvation and exaltationif we choose itall because of Heavenly Father and Jesus Christ."
Consider the Goodness and Greatness of God,By Elder Dale G. Renlund,Of the Quorum of the Twelve Apostles,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/26renlund?lang=eng,10,"Every time we use, benefit from, or even think of these gifts, we ought to consider the sacrifice, generosity, and compassion of the givers. Reverence for the givers does more than just make us grateful. Reflecting on Their gifts can and should transform us."
Consider the Goodness and Greatness of God,By Elder Dale G. Renlund,Of the Quorum of the Twelve Apostles,2020,April,https://www.churchofjesuschrist.org/study/general-conference/2020/04/26renlund?lang=eng,11,"One remarkable transformation was that of Alma the Younger. As Alma was going about rebelling against God, an angel appeared. With a voice of thunder, the angel chastised Alma for persecuting the Church and stealing away the hearts of the people. The angel added this admonition: Go, and remember the captivity of thy fathers ; and remember how great things [God] has done for them. Of all possible exhortations, that was what the angel emphasized."
